resident_status_code	race_desc_victim	ethnicity_name_victim	pub_agency_name	offense_name	location_name	weapon_name	injury_name	relationship_name	incident_isweekend
U	White	Not Hispanic or Latino	Valley City	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
N/A	White	Not Specified	Cass	Aggravated Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	Apparent Broken Bones	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
R	White	Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	None	Victim Was Sibling	True
R	White	Not Hispanic or Latino	Jamestown	Aggravated Assault	Residence/Home	Asphyxiation	Unconscious	Victim Was Boyfriend/Girlfriend	True
N	Unknown	Not Hispanic or Latino	Wahpeton	Aggravated Assault	Residence/Home	Personal Weapons	Unconscious	Victim Was Boyfriend/Girlfriend	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Other/Unknown	Personal Weapons	None	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Valley City	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Ex-Spouse	True
N	White	Not Hispanic or Latino	Benson	Intimidation	Field/Woods	N/A	N/A	Victim Was Neighbor	False
R	Native Hawaiian or Other Pacific Islander	Unknown	Grand Forks	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Parent	False
R	White	Not Hispanic or Latino	Traill	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	None	Victim was Otherwise Known	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Fargo	Statutory Rape	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	White	Not Hispanic or Latino	McIntosh	Simple Assault	Bar/Nightclub	Personal Weapons	None	Relationship Unknown	False
N	American Indian or Alaska Native	Not Specified	Ward	Simple Assault	Camp/Campground	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
R	Unknown	Not Specified	Lincoln	Intimidation	Bar/Nightclub	N/A	N/A	Victim Was Friend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	True
R	Black or African American	Not Hispanic or Latino	Williston	Aggravated Assault	Residence/Home	Asphyxiation	Other Major Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
R	Black or African American	Not Hispanic or Latino	Williston	Intimidation	Residence/Home	N/A	N/A	Victim Was Neighbor	True
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Parking/Drop Lot/Garage	Personal Weapons	Possible Internal Injury	Victim Was Acquaintance	False
R	White	Unknown	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Emmons	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim Was In-law	False
R	White	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Grand Forks	Fondling	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Jamestown	Simple Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Parking/Drop Lot/Garage	Personal Weapons	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Mandan	Fondling	School-Elementary/Secondary	None	None	Victim Was Acquaintance	False
R	Unknown	Unknown	Slope	Intimidation	Residence/Home	N/A	N/A	Victim Was In-law	False
R	White	Not Hispanic or Latino	Dunn	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	True
R	White	Unknown	Dickinson	Intimidation	Cyberspace	N/A	N/A	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Wahpeton	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Service/Gas Station	N/A	N/A	Victim Was Acquaintance	True
R	White	Not Specified	Rugby	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
N/A	White	Not Hispanic or Latino	Wahpeton	Intimidation	Residence/Home	N/A	N/A	Victim Was Friend	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Mandan	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Knife/Cutting Instrument	Severe Laceration	Relationship Unknown	False
R	White	Not Hispanic or Latino	Williams	Aggravated Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Friend	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	Black or African American	Not Hispanic or Latino	Bismarck	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	False
R	White	Hispanic or Latino	Fargo	Aggravated Assault	Restaurant	Blunt Object	Minor Injury	Victim Was Stranger	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	None	Victim Was Other Family Member	True
R	White	Not Hispanic or Latino	Valley City	Aggravated Assault	Residence/Home	Asphyxiation	None	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Aggravated Assault	Residence/Home	Knife/Cutting Instrument	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Watford City	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Williston	Statutory Rape	Residence/Home	N/A	N/A	Victim was Employer	False
R	White	Not Hispanic or Latino	Mandan	Intimidation	School-Elementary/Secondary	N/A	N/A	Victim Was Sibling	False
N/A	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	False
N	White	Not Specified	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Parent	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	False
R	Black or African American	Not Hispanic or Latino	Wahpeton	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	True
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Hispanic or Latino	Dickinson	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Unconscious	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	Dickinson	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	None	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Mandan	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
N	White	Not Hispanic or Latino	Burleigh	Aggravated Assault	Other/Unknown	Personal Weapons	Unconscious	Victim Was Boyfriend/Girlfriend	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
N/A	White	Not Hispanic or Latino	West Fargo	Simple Assault	Park/Playground	Personal Weapons	None	Victim Was Stranger	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Jamestown	Aggravated Assault	Residence/Home	Blunt Object	Minor Injury	Victim Was Child	False
N	White	Unknown	Valley City	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Ex-Spouse	True
R	Black or African American	Not Hispanic or Latino	Grand Forks	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	False
N	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Jamestown	Aggravated Assault	Residence/Home	Personal Weapons	Other Major Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Lincoln	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Friend	True
R	White	Not Hispanic or Latino	West Fargo	Fondling	Residence/Home	Personal Weapons	None	Victim Was Other Family Member	False
R	White	Unknown	Oliver	Human Trafficking, Commercial Sex Acts	Residence/Home	Unknown	None	Victim Was Child	False
N/A	White	Not Hispanic or Latino	Bismarck	Simple Assault	Parking/Drop Lot/Garage	Personal Weapons	None	Victim Was Child	True
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Ramsey	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Fargo	Intimidation	Service/Gas Station	N/A	N/A	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Grand Forks	Intimidation	Residence/Home	N/A	N/A	Victim Was Sibling	False
R	White	Not Specified	University of North Dakota	Fondling	Residence/Home	None	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Cass	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Watford City	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Hispanic or Latino	Jamestown	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Specified	Golden Valley	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fort Totten Agency	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Child	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Williston	Intimidation	Residence/Home	N/A	N/A	Victim Was Stranger	True
U	Black or African American	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Mandan	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	West Fargo	Intimidation	School-Elementary/Secondary	N/A	N/A	Victim was Otherwise Known	False
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Department/Discount Store	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
N	American Indian or Alaska Native	Unknown	Bismarck	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Mandan	Intimidation	School-Elementary/Secondary	N/A	N/A	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	False
R	White	Not Hispanic or Latino	Bismarck	Aggravated Assault	Residence/Home	Other	Possible Internal Injury	Victim was Otherwise Known	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
N	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	False
R	Unknown	Hispanic or Latino	Williams	Intimidation	Residence/Home	N/A	N/A	Victim Was Parent	False
R	White	Not Hispanic or Latino	Mandan	Simple Assault	Arena/Stadium/Fairgrounds/Coliseum	Personal Weapons	None	Relationship Unknown	False
R	White	Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Severe Laceration	Victim Was Stepchild	False
R	White	Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Offender	True
R	White	Not Hispanic or Latino	West Fargo	Intimidation	School-Elementary/Secondary	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Ramsey	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	False
N/A	White	Not Hispanic or Latino	Cavalier	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Hispanic or Latino	Grand Forks	Intimidation	Residence/Home	N/A	N/A	Victim Was Stepchild	True
R	Asian	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	Mandan	Simple Assault	Park/Playground	Personal Weapons	None	Victim was Otherwise Known	False
N	White	Not Hispanic or Latino	West Fargo	Aggravated Assault	School-Elementary/Secondary	Personal Weapons	Apparent Broken Bones	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	School-Elementary/Secondary	Personal Weapons	None	Victim Was Acquaintance	False
N	Black or African American	Not Hispanic or Latino	Fargo	Statutory Rape	Other/Unknown	N/A	N/A	Victim Was Acquaintance	False
N	White	Not Hispanic or Latino	Burleigh	Simple Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Bismarck	Aggravated Assault	Residence/Home	Personal Weapons	Unconscious	Victim Was Boyfriend/Girlfriend	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Acquaintance	False
R	White	Not Specified	Mandan	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
R	White	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	Black or African American	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Other Family Member	False
R	White	Not Hispanic or Latino	McLean	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Severe Laceration	Victim Was Friend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Other	None	Victim Was Offender	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Convenience Store	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Standing Rock Agency	Simple Assault	Residence/Home	None	None	Victim Was Boyfriend/Girlfriend	True
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	False
N	White	Not Hispanic or Latino	Fargo	Sodomy	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Devils Lake	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	Asian	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Boyfriend/Girlfriend	True
R	White	Unknown	Dickinson	Aggravated Assault	Bar/Nightclub	Personal Weapons	Unconscious	Victim Was Stranger	True
R	American Indian or Alaska Native	Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Fargo	Intimidation	Service/Gas Station	N/A	N/A	Victim Was Acquaintance	True
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Knife/Cutting Instrument	Possible Internal Injury	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Fargo	Intimidation	Drug Store/Doctor's Office/Hospital	N/A	N/A	Victim Was Stranger	False
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Severe Laceration	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Cass	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
R	White	Not Hispanic or Latino	Jamestown	Aggravated Assault	Residence/Home	Personal Weapons	Apparent Broken Bones	Victim Was Spouse	False
R	White	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Residence/Home	Personal Weapons	Minor Injury	Relationship Unknown	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Apparent Broken Bones	Victim Was Boyfriend/Girlfriend	True
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Sibling	True
R	White	Not Hispanic or Latino	Burleigh	Simple Assault	Camp/Campground	Personal Weapons	Minor Injury	Victim Was Spouse	True
R	White	Not Hispanic or Latino	Minot	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Neighbor	True
N	White	Not Hispanic or Latino	Bismarck	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Mandan	Intimidation	Residence/Home	N/A	N/A	Victim Was In-law	False
R	White	Not Hispanic or Latino	Emmons	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Grandparent	False
R	White	Not Hispanic or Latino	Minot	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Emmons	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
R	Black or African American	Not Hispanic or Latino	Fargo	Intimidation	Park/Playground	N/A	N/A	Victim Was Stranger	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Mandan	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Grocery/Supermarket	Personal Weapons	None	Victim Was Stranger	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Unknown	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	True
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Stranger	True
N	White	Not Hispanic or Latino	West Fargo	Fondling	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fort Totten Agency	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Parent	False
R	White	Not Hispanic or Latino	Williston	Aggravated Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	True
R	Black or African American	Not Hispanic or Latino	Minot	Kidnapping/Abduction	Residence/Home	Other	None	Victim Was Acquaintance	False
N/A	White	Not Hispanic or Latino	Minot	Simple Assault	Convenience Store	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
R	Black or African American	Not Hispanic or Latino	Fargo	Fondling	Residence/Home	Personal Weapons	None	Victim Was Neighbor	True
R	Black or African American	Not Hispanic or Latino	West Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Minor Injury	N/A	False
N/A	Unknown	Unknown	North Dakota Highway Patrol	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Burleigh	Intimidation	Residence/Home	N/A	N/A	Victim was Ex-Spouse	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	School-Elementary/Secondary	Personal Weapons	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Harvey	Intimidation	Residence/Home	N/A	N/A	Victim Was Offender	False
N	White	Not Hispanic or Latino	Grafton	Statutory Rape	Hotel/Motel/Etc.	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Statutory Rape	Residence/Home	N/A	N/A	Victim was Otherwise Known	False
N	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Shopping Mall	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	Black or African American	Not Hispanic or Latino	Fargo	Kidnapping/Abduction	Residence/Home	Asphyxiation	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
N	White	Not Hispanic or Latino	Stark	Simple Assault	School-Elementary/Secondary	Personal Weapons	None	Victim Was Acquaintance	False
R	White	Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Offender	False
N	White	Not Specified	Lisbon	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	Minor Injury	Relationship Unknown	False
R	White	Not Hispanic or Latino	Grand Forks	Intimidation	Cyberspace	N/A	N/A	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Bismarck	Fondling	School-Elementary/Secondary	None	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Burleigh	Intimidation	Jail/Prison/Penitentiary/Corrections Facility	N/A	N/A	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	False
R	White	Not Hispanic or Latino	Mandan	Simple Assault	School-Elementary/Secondary	Personal Weapons	None	Victim Was Acquaintance	False
N	White	Not Hispanic or Latino	McKenzie	Simple Assault	Drug Store/Doctor's Office/Hospital	Other	None	Victim was Otherwise Known	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Shopping Mall	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
