resident_status_code	race_desc_victim	ethnicity_name_victim	pub_agency_name	offense_name	location_name	weapon_name	injury_name	relationship_name	incident_isweekend
R	Black or African American	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	Unknown	Hispanic or Latino	Dickinson	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
R	Black or African American	Not Specified	West Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
R	Black or African American	Not Hispanic or Latino	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Dickinson	Rape	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Bismarck	Fondling	School-Elementary/Secondary	None	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Offender	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Simple Assault	Park/Playground	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
R	Unknown	Unknown	Watford City	Aggravated Assault	Residence/Home	Personal Weapons	Other Major Injury	Victim Was Friend	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Restaurant	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Stranger	False
R	Unknown	Unknown	Williston	Aggravated Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
R	White	Not Hispanic or Latino	Bismarck	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Richland	Intimidation	Residence/Home	N/A	N/A	Victim Was Spouse	True
R	White	Hispanic or Latino	Dickinson	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Sibling	True
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Other Family Member	True
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Minot	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	Unknown	Unknown	Dickinson	Intimidation	School-Elementary/Secondary	N/A	N/A	Victim Was Acquaintance	False
N/A	Black or African American	Not Hispanic or Latino	West Fargo	Aggravated Assault	Residence/Home	Firearm	None	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Parent	True
R	White	Not Hispanic or Latino	Grand Forks	Fondling	Residence/Home	Personal Weapons	None	Victim Was Other Family Member	False
R	Black or African American	Not Hispanic or Latino	Minot	Aggravated Assault	Hotel/Motel/Etc.	Knife/Cutting Instrument	Severe Laceration	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child of Boyfriend or Girlfriend	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	West Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Blunt Object	Unconscious	Victim Was Offender	True
N/A	American Indian or Alaska Native	Not Hispanic or Latino	Fort Totten Agency	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Motor Vehicle/Vessel	None	Victim Was Stranger	True
N	White	Not Hispanic or Latino	Ransom	Statutory Rape	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Bismarck	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Burleigh	Intimidation	Residence/Home	N/A	N/A	Victim Was Parent	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Commercial/Office Building	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Burleigh	Intimidation	Jail/Prison/Penitentiary/Corrections Facility	N/A	N/A	Relationship Unknown	True
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Bismarck	Aggravated Assault	Residence/Home	Other	Other Major Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Williston	Fondling	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
N	Black or African American	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Other	None	Victim Was Child	False
R	Asian	Not Hispanic or Latino	Fargo	Fondling	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	Unknown	Not Specified	Hettinger	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Child	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Burleigh	Aggravated Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	Unconscious	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	None	Victim was Otherwise Known	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Stranger	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Minot	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Specified	Hettinger	Simple Assault	Convenience Store	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Lisbon	Intimidation	Bar/Nightclub	N/A	N/A	Victim was Otherwise Known	True
N/A	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Aggravated Assault	Residence/Home	Personal Weapons	Other Major Injury	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Fondling	Other/Unknown	None	None	Relationship Unknown	False
R	White	Unknown	Grand Forks	Rape	Residence/Home	Personal Weapons	None	Victim Was Friend	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Child	False
R	White	Not Specified	Sargent	Aggravated Assault	Residence/Home	Other	Minor Injury	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim was Otherwise Known	True
N/A	American Indian or Alaska Native	Not Hispanic or Latino	Minot	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Mandan	Simple Assault	Air/Bus/Train Terminal	Personal Weapons	None	Relationship Unknown	False
R	White	Not Hispanic or Latino	Lincoln	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Child of Boyfriend or Girlfriend	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Friend	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Friend	True
R	White	Unknown	Fargo	Intimidation	Government/Public Building	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
R	Black or African American	Not Hispanic or Latino	Fargo	Intimidation	Cyberspace	N/A	N/A	Victim was Ex-Spouse	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Jamestown	Aggravated Assault	Residence/Home	Asphyxiation	Minor Injury	Victim Was Spouse	False
R	White	Not Hispanic or Latino	Watford City	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Jamestown	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Unconscious	Victim Was Stranger	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Other Family Member	True
N	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Blunt Object	Other Major Injury	Victim Was Acquaintance	True
R	White	Unknown	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Wahpeton	Simple Assault	Park/Playground	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
N/A	White	Not Hispanic or Latino	Watford City	Simple Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	None	Victim was Otherwise Known	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fort Totten Agency	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Rugby	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Relationship Unknown	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Knife/Cutting Instrument	Severe Laceration	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
N	White	Not Hispanic or Latino	Burleigh	Aggravated Assault	Other/Unknown	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Specified	University of North Dakota	Intimidation	School-College/University	N/A	N/A	Relationship Unknown	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Minot	Aggravated Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Parent	False
N	White	Not Hispanic or Latino	Fargo	Intimidation	Restaurant	N/A	N/A	Victim Was Stranger	False
R	Black or African American	Not Hispanic or Latino	West Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Apparent Broken Bones	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Spouse	True
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Other	Minor Injury	Victim Was Child	True
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	McIntosh	Intimidation	Farm Facility	N/A	N/A	Victim Was Other Family Member	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Spouse	False
R	White	Not Hispanic or Latino	Bismarck	Rape	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	False
R	Unknown	Unknown	Fargo	Simple Assault	Drug Store/Doctor's Office/Hospital	Personal Weapons	None	Victim Was Stranger	True
R	White	Not Hispanic or Latino	Valley City	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
R	White	Unknown	McHenry	Rape	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Child	True
R	White	Unknown	Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	True
R	Black or African American	Not Hispanic or Latino	Minot	Aggravated Assault	Residence/Home	Personal Weapons	Other Major Injury	Victim Was Spouse	False
R	White	Not Hispanic or Latino	Stutsman	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
N	White	Not Hispanic or Latino	Hettinger	Rape	Residence/Home	Unknown	None	Victim Was Acquaintance	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Aggravated Assault	Hotel/Motel/Etc.	Personal Weapons	Possible Internal Injury	Victim Was Friend	False
R	Black or African American	Not Hispanic or Latino	Mandan	Intimidation	Residence/Home	N/A	N/A	Relationship Unknown	False
R	White	Not Hispanic or Latino	Williston	Aggravated Assault	Residence/Home	Personal Weapons	Unconscious	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Friend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Sibling	True
N	White	Not Hispanic or Latino	West Fargo	Simple Assault	Parking/Drop Lot/Garage	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
R	Unknown	Unknown	Williston	Aggravated Assault	Bar/Nightclub	Personal Weapons	Loss of Teeth	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Grand Forks	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Divide	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Minot	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Spouse	False
N	White	Not Hispanic or Latino	Mandan	Aggravated Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	Unknown	Not Specified	Steele	Intimidation	Residence/Home	N/A	N/A	Victim was Ex-Spouse	True
R	White	Not Hispanic or Latino	West Fargo	Aggravated Assault	Residence/Home	Personal Weapons	Apparent Broken Bones	Victim Was Spouse	False
N	Black or African American	Not Hispanic or Latino	West Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Hispanic or Latino	Grand Forks	Intimidation	Hotel/Motel/Etc.	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fort Totten Agency	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Jamestown	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	True
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	False
R	Asian	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Child	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Simple Assault	Residence/Home	None	None	Victim Was Parent	False
R	White	Hispanic or Latino	Fargo	Intimidation	Jail/Prison/Penitentiary/Corrections Facility	N/A	N/A	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Dickinson	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Wahpeton	Fondling	Residence/Home	Personal Weapons	None	Victim Was Babysittee	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Park/Playground	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Bismarck	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
R	White	Not Hispanic or Latino	Bismarck	Intimidation	Highway/Road/Alley/Street/Sidewalk	N/A	N/A	Victim Was Stranger	False
N/A	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
N	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Asphyxiation	Unconscious	Victim Was Stranger	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Offender	True
R	Black or African American	Unknown	West Fargo	Intimidation	Residence/Home	N/A	N/A	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Jamestown	Intimidation	Park/Playground	N/A	N/A	Victim Was Stranger	False
R	White	Unknown	Bismarck	Aggravated Assault	Department/Discount Store	Other	Other Major Injury	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Neighbor	False
R	White	Hispanic or Latino	McLean	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	False
N	Black or African American	Not Hispanic or Latino	Traill	Aggravated Assault	School-College/University	Knife/Cutting Instrument	Severe Laceration	Victim Was Stranger	True
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Bar/Nightclub	Personal Weapons	None	Victim Was Other Family Member	True
N	White	Not Hispanic or Latino	Mandan	Simple Assault	Residence/Home	Other	None	Victim was Otherwise Known	False
R	White	Unknown	Mandan	Simple Assault	Residence/Home	Personal Weapons	None	Relationship Unknown	False
R	Black or African American	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Specified	Rugby	Fondling	Residence/Home	Drugs/Narcotics/Sleeping Pills	Unconscious	Victim Was Friend	False
R	White	Not Hispanic or Latino	Williston	Simple Assault	Residence/Home	Other	Minor Injury	Victim Was Offender	True
R	Black or African American	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Neighbor	False
N	White	Not Hispanic or Latino	Fargo	Simple Assault	Government/Public Building	Other	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Valley City	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Relationship Unknown	False
N/A	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
N	White	Not Hispanic or Latino	West Fargo	Rape	Residence/Home	Personal Weapons	Minor Injury	Victim Was Acquaintance	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Mandan	Intimidation	Residence/Home	N/A	N/A	Victim Was Spouse	True
R	White	Not Specified	Grand Forks	Intimidation	Cyberspace	N/A	N/A	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	Minor Injury	Victim was Otherwise Known	True
N	White	Not Hispanic or Latino	Mandan	Intimidation	Residence/Home	N/A	N/A	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Jamestown	Simple Assault	School-Elementary/Secondary	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Sibling	False
R	White	Not Hispanic or Latino	Cass	Simple Assault	Shopping Mall	Personal Weapons	None	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	Black or African American	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Asphyxiation	Possible Internal Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Mandan	Aggravated Assault	Residence/Home	Personal Weapons	Other Major Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Jamestown	Fondling	Commercial/Office Building	Personal Weapons	None	Victim was Otherwise Known	True
N	White	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Bar/Nightclub	Personal Weapons	Minor Injury	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Fargo	Fondling	School-Elementary/Secondary	Personal Weapons	None	Victim Was Friend	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Personal Weapons	None	Victim Was Child of Boyfriend or Girlfriend	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Turtle Mountain Agency	Intimidation	Residence/Home	N/A	N/A	Victim Was Boyfriend/Girlfriend	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Intimidation	Shelter-Mission/Homeless	N/A	N/A	Victim Was Acquaintance	True
R	White	Not Hispanic or Latino	Minot	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Spouse	False
N	White	Unknown	Emmons	Aggravated Assault	Residence/Home	Blunt Object	Other Major Injury	Victim was Otherwise Known	False
R	White	Unknown	Grand Forks	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	Minor Injury	Victim Was Stranger	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Minot	Simple Assault	Parking/Drop Lot/Garage	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Offender	False
R	White	Not Hispanic or Latino	Lincoln	Intimidation	Residence/Home	N/A	N/A	Victim Was Neighbor	True
R	White	Not Hispanic or Latino	Grand Forks	Fondling	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	True
R	White	Unknown	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Stepchild	False
R	White	Not Hispanic or Latino	Fargo	Intimidation	School-Elementary/Secondary	N/A	N/A	Victim Was Acquaintance	False
R	White	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	None	Victim was Otherwise Known	False
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Highway/Road/Alley/Street/Sidewalk	Other	Possible Internal Injury	Victim Was Ex-Relationship (Ex-Boyfriend/Girlfriend)	False
R	White	Not Hispanic or Latino	Walsh	Simple Assault	Jail/Prison/Penitentiary/Corrections Facility	Personal Weapons	Minor Injury	Victim was Otherwise Known	False
R	Black or African American	Not Hispanic or Latino	Grand Forks	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	False
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Friend	True
N	White	Not Hispanic or Latino	Grand Forks	Human Trafficking, Commercial Sex Acts	Residence/Home	Personal Weapons	None	Victim Was Acquaintance	False
R	Black or African American	Unknown	Fargo	Intimidation	Residence/Home	N/A	N/A	Victim Was Sibling	True
R	White	Hispanic or Latino	Fargo	Kidnapping/Abduction	Residence/Home	Personal Weapons	Minor Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Minot	Aggravated Assault	Residence/Home	Personal Weapons	Possible Internal Injury	Victim Was Boyfriend/Girlfriend	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Parent	False
R	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Shopping Mall	Personal Weapons	Minor Injury	Victim Was Stranger	False
R	White	Not Hispanic or Latino	Napoleon	Intimidation	Residence/Home	N/A	N/A	Victim Was Spouse	False
N	Unknown	Unknown	Grand Forks	Intimidation	Residence/Home	N/A	N/A	Victim Was Acquaintance	False
R	Black or African American	Not Hispanic or Latino	Bismarck	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Child	False
R	American Indian or Alaska Native	Not Hispanic or Latino	Standing Rock Agency	Simple Assault	Residence/Home	Personal Weapons	None	Victim Was Grandparent	False
N	American Indian or Alaska Native	Not Hispanic or Latino	Grand Forks	Aggravated Assault	Bar/Nightclub	Personal Weapons	Unconscious	Victim Was Other Family Member	True
N	Black or African American	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Other	None	Victim Was Offender	True
R	American Indian or Alaska Native	Not Hispanic or Latino	Bismarck	Simple Assault	Hotel/Motel/Etc.	Personal Weapons	None	Victim was Otherwise Known	True
R	White	Not Hispanic or Latino	Fargo	Simple Assault	Residence/Home	Personal Weapons	Minor Injury	Victim Was Offender	True
R	White	Not Hispanic or Latino	Fargo	Aggravated Assault	Residence/Home	Knife/Cutting Instrument	Unconscious	Victim Was Offender	False
N/A	White	Not Hispanic or Latino	Dunn	Simple Assault	Highway/Road/Alley/Street/Sidewalk	Unknown	None	Victim was Otherwise Known	False
